Unnamed: 0,name,hp,hp formula,hp special,ac,ac special,cr,str,dex,con,int,wis,cha,str save,dex save,con save,int save,wis save,cha save,walk,fly,swim,burrow,climb,hover,size,alignment,type,source
1333,Astral Dreadnought,297,17d20 + 119,-,20,-,21,28,7,25,5,14,18,-,+5,-,-,+9,-,15,80,-,-,-,True,G,U,monstrosity,MPMM
1465,Male Steeder,13,2d8 + 4,-,12,-,1/4,15,12,14,2,10,3,-,-,-,-,-,-,30,-,-,-,30,-,M,U,monstrosity,MPMM
2905,Melissara Shadowdusk,99,18d8 + 18,-,12,-,12,10,14,12,20,15,16,-,-,-,+9,+6,-,30,-,-,-,-,-,M,N,humanoid,WDMM
534,Rakdos,300,24d12 + 144,-,20,-,24,26,15,22,14,18,30,+15,-,+13,-,+11,+17,40,80,-,-,-,-,H,CE,fiend,GGR
914,Barbed Devil,110,13d8 + 52,-,15,-,5,16,17,18,12,14,14,+6,-,+7,-,+5,+5,30,-,-,-,-,-,M,LE,fiend,MM
1341,Bard,44,8d8 + 8,-,15,-,2,11,14,12,10,13,14,-,+4,-,-,+3,-,30,-,-,-,-,-,M,A,humanoid,MPMM
53,Gideon Lightward,136,16d8 + 64,-,11,-,6,18,13,18,10,18,13,-,+4,+7,-,+7,-,30,-,-,-,-,-,M,LE,undead,BGDIA
365,Kalaraq Quori,161,19d8 + 76,-,18,-,19,12,21,18,23,24,25,-,-,-,+12,+13,+13,30,60,-,-,-,True,M,LE,aberration,ERLW
2102,First-Year Student,33,6d8 + 6,-,11,-,1/2,8,12,13,12,10,11,-,-,-,-,-,-,30,-,-,-,-,-,"S, M",A,humanoid,SCC
2859,Ashtyrranthor,256,19d12 + 133,-,19,-,17,27,10,25,16,13,21,-,+6,+13,-,+7,+11,40,80,-,-,40,-,H,CE,dragon,WDMM
1016,Fomorian,149,13d12 + 65,-,14,-,8,23,10,20,9,14,6,-,-,-,-,-,-,30,-,-,-,-,-,H,CE,giant,MM
990,Duodrone,11,2d8 + 2,-,15,-,1/4,11,13,12,6,10,7,-,-,-,-,-,-,30,-,-,-,-,-,M,LN,construct,MM
2193,King Hekaton,330,20d12 + 100,-,16,-,13,29,14,20,16,18,18,+14,-,+10,-,+9,+9,50,-,50,-,-,-,H,CG,giant,SKT
2532,Catoblepas,84,8d10 + 40,-,14,-,5,19,12,21,3,14,8,-,-,-,-,-,-,30,-,-,-,-,-,L,U,monstrosity,VGM
1540,Tanarukk,95,10d8 + 50,-,14,-,5,18,13,20,9,9,9,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,fiend,MPMM
237,Corrupted Giant Shark,126,11d12 + 55,-,13,-,9,23,11,21,1,10,5,-,-,-,-,-,-,0,-,50,-,-,-,H,U,aberration,CRCotN
2840,Valetta,27,5d8 + 5,-,13,-,2,10,10,12,13,16,13,-,-,-,-,-,-,25,-,-,-,-,-,M,N,humanoid,WDH
55,Hellwasp,52,8d10 + 8,-,19,-,5,18,15,12,10,10,7,-,+5,-,-,+3,-,10,60,-,-,-,True,L,LE,fiend,BGDIA
2435,Drufi,138,12d12 + 60,-,15,-,8,23,9,21,9,10,12,-,-,+8,-,+3,+4,40,-,-,-,-,-,H,NE,giant,ToA
524,Lazav,204,24d8 + 96,-,18,-,17,16,24,18,22,20,22,-,+13,-,+12,+11,+12,40,-,-,-,-,-,M,NE,monstrosity,GGR
1703,Kruthik Hive Lord,102,12d10 + 36,-,20,-,5,19,16,17,10,14,10,-,-,-,-,-,-,40,-,-,20,40,-,L,U,monstrosity,MTF
576,Kysh,27,5d8 + 5,-,13,-,1,14,16,12,10,13,14,-,-,-,-,-,-,30,-,30,-,-,-,M,LG,humanoid,GoS
515,Hybrid Poisoner,26,4d8 + 8,-,14,-,1,12,19,14,12,13,12,-,+6,+4,-,-,-,40,-,-,-,-,-,M,NG,humanoid,GGR
352,Changeling,22,4d8 + 4,-,13,-,1/2,8,15,12,14,10,16,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,ERLW
2717,Flying Rocking Horse,22,4d8 + 4,-,15,-,1/8,10,10,13,1,3,1,-,-,-,-,-,-,0,40,-,-,-,True,M,U,construct,WBtW
2158,Clockwork Mule,11,2d8 + 2,-,10,-,1/8,14,10,13,2,10,5,-,-,-,-,-,-,40,-,-,-,-,-,M,U,construct,SKT
1140,Mezzoloth,75,10d8 + 30,-,18,-,5,18,11,16,7,10,11,-,-,-,-,-,-,40,-,-,-,-,-,M,NE,fiend,MM
1764,Winter Eladrin,127,17d8 + 51,-,19,-,10,11,10,16,18,17,13,-,-,-,-,-,-,30,-,-,-,-,-,M,CN,fey,MTF
1444,Hadrosaurus,19,3d10 + 3,-,11,-,1/4,15,10,13,2,10,5,-,-,-,-,-,-,40,-,-,-,-,-,L,U,beast,MPMM
1848,Shedrak of the Eyes,40,9d8,-,12,-,6,9,14,11,17,12,11,-,-,-,+6,+4,-,30,-,-,-,-,-,M,CE,humanoid,OotA
2740,Selenelion Twin,33,6d8 + 6,-,14,-,2,7,18,13,12,10,17,-,+6,-,-,-,+5,30,-,-,-,-,-,M,CG,humanoid,WBtW
2047,Stone Warrior,102,17d10 + 85,-,17,-,4,22,9,20,3,11,1,-,-,-,-,-,-,30,-,-,-,-,-,L,U,construct,PotA
1611,Oread,49,9d8 + 9,-,16,-,4,14,14,12,11,13,18,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,fey,MOT
2000,Aquatic Ghoul,22,5d8,-,12,-,1,13,15,10,7,10,6,-,-,-,-,-,-,30,-,30,-,-,-,M,CE,undead,PotA
2394,Snarla,58,9d8 + 18,-,11,-,5,15,13,14,16,11,10,-,-,-,-,-,-,-,-,-,-,-,-,M,CE,humanoid,TftYP
985,Drow Mage,45,10d8,-,12,-,7,9,14,10,17,13,12,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,humanoid,MM
2914,Poison Weird,58,9d10 + 9,-,13,-,4,17,16,13,11,10,10,-,-,-,-,-,-,0,-,60,-,-,-,L,N,elemental,WDMM
16,Portentia Dran,45,6d8 + 18,-,17,-,3,12,18,16,13,12,14,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,monstrosity,AI
1792,Chamberlain of Zuggtmoy,45,6d10 + 12,-,13,-,2,17,7,14,11,8,12,-,-,-,-,-,-,20,-,-,-,-,-,L,CE,plant,OotA
1530,Stench Kow,15,2d10 + 4,-,10,-,1/2,18,10,14,2,10,4,-,-,-,-,-,-,30,-,-,-,-,-,L,U,fiend,MPMM
97,Fungal Servant,97,13d8 + 39,-,17,-,15,18,10,17,11,18,16,-,-,+8,+5,+9,+8,20,-,-,-,-,-,M,LE,undead,CM
2781,Grinda Garloth,40,9d8,-,12,-,6,9,14,11,17,12,11,-,-,-,+6,+4,-,30,-,-,-,-,-,M,CN,humanoid,WDH
2248,Yakfolk Warrior,60,8d10 + 16,-,11,-,3,18,11,15,14,15,14,-,-,-,-,-,-,30,-,-,-,-,-,L,NE,monstrosity,SKT
1124,Lizard King,78,12d8 + 24,-,15,-,4,17,12,15,11,11,15,-,-,+4,-,+2,-,30,-,30,-,-,-,M,CE,humanoid,MM
994,Efreeti,200,16d10 + 112,-,17,-,11,22,12,24,16,15,16,-,-,-,+7,+6,+7,40,60,-,-,-,-,L,LE,elemental,MM
1394,Drow Shadowblade,150,20d8 + 60,-,17,-,11,14,21,16,12,14,13,-,+9,+7,-,+6,-,30,-,-,-,-,-,M,A,humanoid,MPMM
2632,War Priest,117,18d8 + 36,-,18,-,9,16,10,14,11,17,13,-,-,+6,-,+7,-,30,-,-,-,-,-,M,A,humanoid,VGM
1302,Young Blue Dragon,152,16d10 + 64,-,18,-,9,21,10,19,14,13,17,-,+4,+8,-,+5,+7,40,80,-,20,-,-,L,LE,dragon,MM
477,Young Sea Serpent,123,13d12 + 39,-,16,-,8,19,12,17,11,13,10,+7,-,+6,-,-,-,10,-,40,-,-,-,H,N,dragon,FTD
353,Clawfoot,19,3d8 + 6,-,13,-,1,12,16,14,4,12,10,-,-,-,-,-,-,40,-,-,-,-,-,M,U,beast,ERLW
1371,Death Kiss,142,15d10 + 60,-,15,-,10,18,14,18,10,12,10,-,-,+8,-,+5,-,0,30,-,-,-,True,L,NE,aberration,MPMM
449,Eyedrake,119,14d10 + 42,-,16,-,8,16,10,16,14,14,16,-,-,+6,-,+5,-,0,30,-,-,-,True,L,LE,aberration,FTD
1709,Merregon,45,6d8 + 18,-,16,-,4,18,14,17,6,12,8,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,fiend,MTF
2031,Maegla Tarnlar,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,PotA
1474,Merrenoloth,40,9d8,-,13,-,3,8,17,10,17,14,11,-,+5,-,+5,-,-,30,-,40,-,-,-,M,NE,fiend,MPMM
767,Mormesk the Wraith,45,6d8 + 18,-,13,-,3,6,16,16,12,14,15,-,-,-,-,-,-,0,60,-,-,-,-,M,NE,undead,LMoP
1847,Sarith Kzekarit,13,3d8,-,15,-,1/4,10,14,10,11,11,12,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,humanoid,OotA
87,Animated Chained Library,45,6d10 + 12,-,14,-,1,15,8,14,1,5,1,-,-,-,-,-,-,10,-,-,-,-,-,L,-,construct,CM
1383,Dimetrodon,19,3d8 + 6,-,12,-,1/4,14,10,15,2,10,5,-,-,-,-,-,-,30,-,20,-,-,-,M,U,beast,MPMM
2882,Giant Flying Spider,26,4d10 + 4,-,14,-,1,14,16,12,2,11,4,-,-,-,-,-,-,30,40,-,-,30,-,L,U,beast,WDMM
1017,Frog,1,1d4 - 1,-,11,-,0,1,13,8,1,8,3,-,-,-,-,-,-,20,-,20,-,-,-,T,U,beast,MM
1301,Young Black Dragon,127,15d10 + 45,-,18,-,7,19,14,17,12,11,15,-,+5,+6,-,+3,+5,40,80,40,-,-,-,L,CE,dragon,MM
1481,Nagpa,203,37d8 + 37,-,19,-,17,9,15,12,23,18,21,-,-,-,+12,+10,+11,30,-,-,-,-,-,M,NE,monstrosity,MPMM
1363,Clockwork Oaken Bolter,117,18d8 + 36,-,16,-,5,12,18,15,3,10,1,-,-,-,-,-,-,30,-,-,-,-,-,M,U,construct,MPMM
2566,Gnoll Flesh Gnawer,22,4d8 + 4,-,14,-,1,12,14,12,8,10,8,-,+4,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,VGM
2731,Living Doll,28,8d4 + 8,-,11,-,2,3,11,13,10,10,7,-,-,-,+2,+2,+0,30,-,-,-,-,-,T,NE,construct,WBtW
2926,Space Hamster,1,1d4 - 1,-,10,-,0,2,11,9,2,10,4,-,-,-,-,-,-,20,-,-,-,-,-,T,U,beast,WDMM
123,Wood Elf Wizard,45,10d8,-,12,-,7,9,14,10,17,13,12,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,humanoid,CM
1282,Water Weird,58,9d10 + 9,-,13,-,3,17,16,13,11,10,10,-,-,-,-,-,-,0,-,60,-,-,-,L,N,elemental,MM
1497,Orcus,405,30d12 + 210,-,17,-,26,27,14,25,20,20,25,-,+10,+15,-,+13,-,40,40,-,-,-,-,H,CE,fiend,MPMM
1725,Orcus,405,30d12 + 210,-,17,-,26,27,14,25,20,20,25,-,+10,+15,-,+13,-,40,40,-,-,-,-,H,CE,fiend,MTF
333,Ogre Lord Buhfal II,59,7d10 + 21,-,11,-,2,19,8,16,10,7,7,-,-,-,-,-,-,40,-,-,-,-,-,L,LE,giant,EGW
1669,Duergar Hammerer,33,6d8 + 6,-,17,-,2,17,7,12,5,5,5,-,-,-,-,-,-,20,-,-,-,-,-,M,LE,construct,MTF
1734,Sibriex,150,12d12 + 72,-,19,-,18,10,3,23,25,24,25,-,-,-,+13,-,+13,0,20,-,-,-,True,H,CE,fiend,MTF
1415,Firenewt Warlock of Imix,33,6d8 + 6,-,10,-,1,13,11,12,9,11,14,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,elemental,MPMM
1930,Skaab,93,11d8 + 44,-,9,-,5,19,9,18,6,10,5,-,-,-,-,-,-,30,-,-,-,-,-,M,N,construct,PSI
1939,Chupacabra,45,6d8 + 18,-,14,-,3,15,14,16,6,13,9,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,monstrosity,PSX
2197,Maegera the Dawn Titan,341,22d20 + 110,-,16,-,23,21,22,20,10,10,19,-,-,+12,-,+7,+11,50,-,-,-,-,-,G,CE,elemental,SKT
2326,Hedrun Arnsfirth,37,5d8 + 15,-,12,-,3,11,14,16,12,14,16,-,-,-,-,+4,-,30,-,-,-,-,-,M,LE,undead,TftYP
1857,Svirfneblin Wererat,33,6d8 + 6,-,12,-,2,10,15,12,11,10,8,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,OotA
702,Reghed Great Warrior,112,15d8 + 45,-,16,-,5,18,15,16,10,12,15,+7,+5,+6,-,-,-,30,-,-,-,-,-,M,A,humanoid,IDRotF
1484,Neogi,33,6d6 + 12,-,15,-,3,6,16,14,13,12,15,-,-,-,-,-,-,30,-,-,-,30,-,S,LE,aberration,MPMM
1036,Giant Fire Beetle,4,1d6 + 1,-,13,-,0,8,10,12,1,7,3,-,-,-,-,-,-,30,-,-,-,-,-,S,U,beast,MM
388,Warforged Soldier,30,4d8 + 12,-,16,-,1,16,12,16,10,14,11,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,ERLW
30,Skeletal Horror,150,20d10 + 40,-,13,-,6,16,14,15,6,10,5,-,-,-,-,-,-,30,-,-,-,-,-,L,NE,undead,AitFR-DN
599,Sahuagin Champion,71,13d8 + 13,-,16,-,3,16,14,12,12,13,9,-,-,-,-,-,-,30,-,40,-,-,-,M,LE,humanoid,GoS
2655,Death's Head,17,5d4 + 5,-,16,-,1/2,8,13,12,5,14,3,-,-,-,-,-,-,0,30,-,-,-,True,T,-,undead,VRGR
843,Star Lancer,60,8d10 + 16,-,15,-,2,18,15,15,10,13,8,-,+4,+4,-,-,-,0,50,-,-,-,-,L,N,celestial,MCV1SC
1651,Canoloth,120,16d8 + 48,-,16,-,8,18,10,17,5,17,12,-,-,-,-,-,-,50,-,-,-,-,-,M,NE,fiend,MTF
1355,Catoblepas,84,8d10 + 40,-,14,-,5,19,12,21,3,14,8,-,-,-,-,-,-,30,-,-,-,-,-,L,U,monstrosity,MPMM
2939,Vertrand Shadowdusk,99,18d8 + 18,-,12,-,12,10,14,12,20,15,16,-,-,-,+9,+6,-,30,-,-,-,-,-,M,CE,humanoid,WDMM
2623,Thorny,27,5d8 + 5,-,14,-,1,13,12,13,2,10,6,-,-,-,-,-,-,30,-,-,-,-,-,M,N,plant,VGM
2018,Fathomer,52,8d8 + 16,-,10,-,2,14,11,14,11,11,15,-,-,-,-,-,-,30,-,-,-,-,-,M,NE,humanoid,PotA
2447,Gondolo,13,3d6 + 3,-,13,-,1/2,11,14,12,11,13,11,-,-,-,-,-,-,30,-,-,-,-,-,M,CG,humanoid,ToA
2108,Lorehold Pledgemage,60,11d8 + 11,-,13,-,4,10,16,13,17,12,11,-,-,+3,+5,-,-,30,-,-,-,-,-,"S, M",A,humanoid,SCC
2428,Azaka Stormfang,120,16d8 + 48,-,12,-,4,17,15,16,10,13,11,-,-,-,-,-,-,-,-,-,-,-,-,M,NG,humanoid,ToA
2641,Xvart Warlock of Raxivort,22,5d6 + 5,-,12,-,1,8,14,12,8,11,12,-,-,-,-,-,-,30,-,-,-,-,-,S,CE,humanoid,VGM
2304,Elder Black Pudding,130,10d12 + 30,-,7,-,4,16,5,16,1,6,1,-,-,-,-,-,-,20,-,-,-,20,-,H,U,ooze,TftYP
1695,Graz'zt,346,33d10 + 165,-,20,-,24,22,15,21,23,21,26,-,+9,+12,-,+12,-,40,-,-,-,-,-,L,CE,fiend,MTF
2223,Shield Dwarf Guard,11,2d8 + 2,-,16,-,1/8,13,12,12,10,11,10,-,-,-,-,-,-,30,-,-,-,-,-,M,LG,humanoid,SKT
1787,Awakened Zurkhwood,59,7d12 + 14,-,13,-,2,19,6,15,10,10,7,-,-,-,-,-,-,20,-,-,-,-,-,H,U,plant,OotA
9,K'thriss Drow'b,44,8d8 + 8,-,14,-,3,8,14,12,14,11,18,+0,+3,+2,+3,+3,+7,30,-,-,-,-,-,M,CN,humanoid,AI
637,Pharblex Spattergoo,59,7d8 + 28,-,15,-,3,15,12,18,11,16,7,+4,-,+6,-,-,-,20,-,40,-,-,-,M,CE,humanoid,HotDQ
2099,Cogwork Archivist,90,12d10 + 24,-,17,-,4,18,10,15,17,11,6,-,-,-,-,-,-,40,-,-,-,-,-,L,LN,construct,SCC
1398,Duergar Mind Master,39,6d8 + 12,-,14,-,2,11,17,14,15,10,12,-,-,-,-,+2,-,25,-,-,-,-,-,M,A,humanoid,MPMM
284,Swarm of Sorrowfish,104,16d8 + 32,-,14,-,6,16,19,14,1,11,3,-,-,-,-,-,-,0,-,30,-,-,-,M,U,aberration,CRCotN
2144,Lhammaruntosz,212,17d12 + 102,-,19,-,16,25,10,23,16,15,19,-,+5,+11,-,+7,+9,40,80,40,-,-,-,H,LG,dragon,SDW
1249,Swarm of Poisonous Snakes,36,8d8,-,14,-,2,8,18,11,1,10,3,-,-,-,-,-,-,30,-,30,-,-,-,M,U,beast,MM
1718,Oaken Bolter,58,9d8 + 18,-,16,-,5,12,18,15,3,10,1,-,-,-,-,-,-,30,-,-,-,-,-,M,U,construct,MTF
2829,Swarm of Books,22,5d8,-,12,-,1/4,5,15,10,2,12,4,-,-,-,-,-,-,0,30,-,-,-,-,M,U,construct,WDH
567,Fish,1,1d4 - 1,-,13,-,0,2,16,9,1,7,2,-,-,-,-,-,-,-,-,40,-,-,-,T,U,beast,GoS
1393,Drow Matron Mother,247,33d8 + 99,-,17,-,20,12,18,16,17,21,22,-,-,+9,-,+11,+12,30,-,-,-,-,-,M,NE,humanoid,MPMM
1914,Serpopard,52,7d10 + 14,-,12,-,3,18,14,15,3,12,8,-,-,-,-,-,-,40,-,-,-,-,-,L,U,beast,PSA
1402,Duergar Warlord,75,10d8 + 30,-,20,-,6,18,11,17,12,12,14,-,-,-,-,-,-,25,-,-,-,-,-,M,A,humanoid,MPMM
2750,Warduke,78,12d8 + 24,-,17,-,5,16,11,14,9,11,11,+6,-,+5,-,-,-,30,-,-,-,-,-,M,CE,humanoid,WBtW
2618,Storm Giant Quintessent,230,20d12 + 100,-,12,-,16,29,14,20,17,20,19,+14,-,+10,-,+10,+9,50,50,50,-,-,True,H,CG,giant,VGM
671,Gnoll Vampire,93,11d8 + 44,-,17,-,8,20,18,18,6,12,9,-,+7,+7,-,-,-,30,-,-,-,-,-,M,CE,undead,IDRotF
2403,Therzt,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,TftYP
342,Sken Zabriss,45,7d8 + 14,-,16,-,1,16,11,15,13,10,12,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,humanoid,EGW
1003,Faerie Dragon (Indigo),14,4d4 + 4,-,15,-,2,3,20,13,14,12,16,-,-,-,-,-,-,10,60,-,-,-,-,T,CG,dragon,MM
1660,Dhergoloth,119,14d8 + 56,-,15,-,7,17,10,19,7,10,9,+6,-,-,-,-,-,30,-,-,-,-,-,M,NE,fiend,MTF
2293,Centaur Mummy,85,10d10 + 30,-,13,-,6,20,12,16,5,14,12,-,-,-,-,+5,-,30,-,-,-,-,-,L,LE,undead,TftYP
113,Ram Sugar,33,6d8 + 6,-,13,-,2,11,14,12,10,13,14,-,-,-,-,-,-,30,-,-,-,-,-,M,CN,humanoid,CM
2759,Avi,27,5d8 + 5,-,13,-,2,10,10,12,13,16,13,-,-,-,-,-,-,25,-,30,-,-,-,M,NG,humanoid,WDH
1788,Blurg,42,5d8 + 20,-,18,-,2,18,12,18,12,11,12,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,OotA
2331,Huge Ochre Jelly,51,6d12 + 12,-,8,-,2,15,6,14,2,6,1,-,-,-,-,-,-,10,-,-,-,10,-,H,U,ooze,TftYP
2734,Mister Witch,82,11d8 + 33,-,10,-,3,14,11,16,16,13,14,-,-,-,+5,+3,-,30,-,-,-,-,-,M,CG,humanoid,WBtW
2577,Illusionist,38,7d8 + 7,-,12,-,3,9,14,13,16,11,12,-,-,-,+5,+2,-,30,-,-,-,-,-,M,A,humanoid,VGM
874,Adult Blue Dracolich,225,18d12 + 108,-,19,-,17,25,10,23,16,15,19,-,+6,+12,-,+8,+10,40,80,-,30,-,-,H,LE,undead,MM
2864,Big Xorn,103,9d10 + 54,-,19,-,8,20,10,22,11,10,11,-,-,-,-,-,-,20,-,-,20,-,-,L,N,elemental,WDMM
2637,White Guard Drake,52,7d8 + 21,-,14,-,2,16,11,16,4,10,7,-,-,-,-,-,-,30,-,-,20,30,-,M,U,dragon,VGM
895,Ancient White Dragon,333,18d20 + 144,-,20,-,20,26,10,26,10,13,14,-,+6,+14,-,+7,+8,40,80,40,40,-,-,G,CE,dragon,MM
225,Alyxian the Absolved,161,19d8 + 76,-,15,-,14,19,15,18,13,14,19,+9,-,+9,-,+7,-,30,-,-,-,-,-,M,LG,humanoid,CRCotN
1879,Devil Dog,9,2d8,-,10,-,1/4,10,10,10,10,14,11,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,OoW
2749,Treant Sapling,45,6d10 + 12,-,14,-,2,17,8,15,12,12,10,-,-,-,-,-,-,30,-,-,-,-,-,L,CG,plant,WBtW
1065,Goblin,7,2d6,-,15,-,1/4,8,14,10,10,8,8,-,-,-,-,-,-,30,-,-,-,-,-,S,NE,humanoid,MM
2542,Darkling Elder,27,5d8 + 5,-,15,-,2,13,17,12,10,14,13,-,-,-,-,-,-,30,-,-,-,-,-,M,CN,fey,VGM
1228,Skeleton,13,2d8 + 4,-,13,-,1/4,10,14,15,6,8,5,-,-,-,-,-,-,30,-,-,-,-,-,M,LE,undead,MM
195,Strahd von Zarovich,144,17d8 + 68,-,16,-,15,18,18,18,20,15,18,-,+9,-,-,+7,+9,30,-,-,-,-,-,M,LE,undead,CoS
1987,Ulamog,313,19d12 + 190,-,22,-,23,30,21,30,21,22,27,+17,-,-,+12,+13,+15,50,50,50,-,-,-,H,"CG, NE",celestial,PSZ
1330,Archdruid,154,28d8 + 28,-,14,-,12,14,14,12,12,20,11,-,-,-,+5,+9,-,30,-,-,-,-,-,M,A,humanoid,MPMM
1796,Drow Acolyte,9,2d8,-,10,-,1/4,10,10,10,10,14,11,-,-,-,-,-,-,30,-,-,-,-,-,M,A,humanoid,OotA
2353,Nimira,52,8d8 + 16,-,17,-,3,14,11,14,11,10,9,-,-,-,-,-,-,25,-,-,-,-,-,M,LE,humanoid,TftYP
495,Cosmotronic Blastseeker,37,5d8 + 15,-,15,-,4,14,15,16,18,9,12,-,+4,+5,-,-,-,30,-,-,-,-,-,M,CN,humanoid,GGR
2573,Hadrosaurus,19,3d10 + 3,-,11,-,1/4,15,10,13,2,10,5,-,-,-,-,-,-,40,-,-,-,-,-,L,U,beast,VGM
512,Horncaller,39,6d8 + 12,-,13,-,1,13,12,14,10,14,13,-,-,-,-,-,-,30,-,-,-,-,-,M,LG,humanoid,GGR
822,Suldil Baldoriel,88,16d8 + 16,-,12,-,10,10,14,12,12,14,20,-,-,+5,-,-,+9,30,30,-,-,-,-,M,CG,humanoid,MaBJoV
2377,Reduced-Threat Ochre Jelly,45,6d10 + 12,-,8,-,2,15,6,14,2,6,1,-,-,-,-,-,-,10,-,-,-,10,-,L,U,ooze,TftYP
677,Gunvald Halraggson,76,9d8 + 36,-,13,-,5,20,8,18,9,10,16,-,-,-,-,-,-,30,-,-,-,-,-,M,N,humanoid,IDRotF
1075,Grell,55,10d8 + 10,-,12,-,3,15,14,13,12,11,9,-,-,-,-,-,-,10,30,-,-,-,True,M,NE,aberration,MM
2704,Agdon Longscarf,36,8d8,-,19,-,2,11,20,11,11,14,16,-,+7,-,-,+4,-,35,-,-,-,-,-,M,CE,fey,WBtW
2714,Elkhorn,52,7d8 + 21,-,18,-,2,9,13,16,9,10,11,+1,-,+5,-,-,-,25,-,-,-,-,-,M,LG,humanoid,WBtW
1426,Giant Strider,22,3d10 + 6,-,14,-,1,18,13,14,4,12,6,-,-,-,-,-,-,50,-,-,-,-,-,L,U,elemental,MPMM
2187,Iymrith,481,26d20 + 208,-,22,-,23,29,10,27,18,17,21,-,+7,+15,-,+10,+12,40,80,-,40,-,-,G,LE,dragon,SKT
112,Parasite-infested Behir,168,16d12 + 64,-,17,-,11,23,16,18,7,14,12,-,-,-,-,-,-,50,-,-,-,40,-,H,NE,undead,CM
33,Abyssal Chicken,10,3d4 + 3,-,13,-,1/4,6,14,13,4,9,5,-,-,-,-,-,-,30,30,-,-,-,-,T,CE,fiend,BGDIA
21,Walnut Dankgrass,52,8d8 + 16,-,14,-,3,8,16,14,10,18,10,-,-,-,+2,+6,-,35,-,-,-,-,-,M,LN,humanoid,AI
2762,Bepis Honeymaker,4,1d8,-,10,-,0,10,10,10,10,10,10,-,-,-,-,-,-,25,-,-,-,-,-,S,LG,humanoid,WDH
526,Mind Drinker Vampire,55,10d8 + 10,-,14,-,4,16,18,12,19,13,14,-,+6,-,+6,+3,-,30,30,-,-,-,True,M,NE,undead,GGR
831,Wolfwere,55,10d8 + 10,-,12,-,4,18,14,12,10,8,15,-,-,-,-,-,-,-,-,-,-,-,-,M,CE,humanoid,MaBJoV
580,Lizardfolk Scaleshield,32,5d8 + 10,-,16,-,1,15,10,14,7,12,7,-,-,-,-,-,-,30,-,30,-,-,-,M,N,humanoid,GoS
1990,Wraith,67,9d8 + 27,-,13,-,5,6,16,16,12,14,15,-,-,-,-,-,-,0,60,-,-,-,True,M,NE,undead,PSZ
1267,Ultroloth,153,18d8 + 72,-,19,-,13,16,16,18,18,15,19,-,-,-,-,-,-,30,60,-,-,-,-,M,NE,fiend,MM
2029,Imix,325,26d12 + 156,-,17,-,19,19,24,22,15,16,23,-,+13,+12,-,-,+12,50,50,-,-,-,-,H,NE,elemental,PotA
2602,Orc Nurtured One of Yurtrus,30,4d8 + 12,-,9,-,1/2,15,8,16,7,11,7,-,-,-,-,-,-,30,-,-,-,-,-,M,CE,humanoid,VGM
690,Knight of the Black Sword,33,6d8 + 6,-,13,-,2,11,14,12,10,13,14,-,-,-,-,-,-,30,-,-,-,-,-,M,LNXCNYE,humanoid,IDRotF
1440,Grung,11,2d6 + 4,-,12,-,1/4,7,14,15,10,11,10,-,+4,-,-,-,-,25,-,-,-,25,-,S,A,humanoid,MPMM
2942,Wyllow,132,24d8 + 24,-,16,-,12,10,14,12,12,20,11,-,-,-,+5,+9,-,30,-,-,-,-,-,M,CN,humanoid,WDMM
2227,Slarkrethel,472,27d20 + 189,-,18,-,25,30,11,25,22,18,20,+18,+8,+15,+14,+12,-,20,-,60,-,-,-,G,CE,monstrosity,SKT
1284,Werebear,135,18d8 + 54,-,10,-,5,19,10,17,11,12,12,-,-,-,-,-,-,-,-,-,-,-,-,M,NG,humanoid,MM
345,Swavain Basilisk,85,10d12 + 20,-,16,-,7,15,16,15,2,8,7,-,-,-,-,-,-,15,-,40,-,-,-,H,U,monstrosity,EGW
650,Battlehammer Dwarf,16,3d8 + 3,-,13,-,1/2,11,14,12,11,13,11,-,-,-,-,-,-,25,-,-,-,-,-,M,LG,humanoid,IDRotF
2515,Banderhobb,84,8d10 + 40,-,15,-,5,20,12,20,11,14,8,-,-,-,-,-,-,30,-,-,-,-,-,L,NE,monstrosity,VGM
2295,Cloud Giant Noble,200,16d12 + 96,-,16,-,9,27,10,22,12,16,16,-,-,+10,-,+7,+7,40,-,-,-,-,-,H,"NG, NE",giant,TftYP
